Area,Room,Parking,Warehouse,Elevator,Address,Price,Price_Million,Price_per_sqm,Price_per_sqm_Million
210.0,3,True,True,True,Farmanieh,33600000000.0,33600.0,160000000.0,160.0
106.0,2,True,True,True,Farmanieh,4450000000.0,4450.0,41981132.0754717,41.9811320754717
205.0,3,True,True,True,Farmanieh,20000000000.0,20000.0,97560975.6097561,97.5609756097561
85.0,2,True,True,True,Farmanieh,6100000000.0,6100.0,71764705.88235295,71.76470588235294
78.0,2,True,True,True,Farmanieh,7200000000.0,7200.0,92307692.3076923,92.3076923076923
120.0,3,True,True,True,Fatemi,4800000000.0,4800.0,40000000.0,40.0
94.0,2,False,True,False,Fatemi,3100000000.0,3100.0,32978723.40425532,32.97872340425532
105.0,2,True,True,False,Fatemi,4300000000.0,4300.0,40952380.952380955,40.952380952380956
67.0,2,True,True,False,Feiz Garden,2350000000.0,2350.0,35074626.86567164,35.07462686567164
65.0,2,True,True,True,Feiz Garden,2500000000.0,2500.0,38461538.461538464,38.46153846153847
92.0,2,True,True,True,Feiz Garden,3900000000.0,3900.0,42391304.347826086,42.391304347826086
104.0,2,True,True,True,Feiz Garden,3850000000.0,3850.0,37019230.76923077,37.01923076923077
110.0,2,True,True,True,Feiz Garden,4300000000.0,4300.0,39090909.09090909,39.09090909090909
90.0,2,True,True,True,Feiz Garden,3850000000.0,3850.0,42777777.777777776,42.77777777777778
57.0,1,True,True,True,Feiz Garden,1880000000.0,1880.0,32982456.14035088,32.98245614035088
65.0,2,True,True,False,Feiz Garden,1960000000.0,1960.0,30153846.153846152,30.153846153846153
73.0,2,True,True,True,Feiz Garden,2600000000.0,2600.0,35616438.35616438,35.61643835616438
63.0,2,True,True,True,Feiz Garden,2100000000.0,2100.0,33333333.333333332,33.33333333333333
109.0,3,True,True,True,Feiz Garden,4230000000.0,4230.0,38807339.449541286,38.80733944954129
60.0,1,True,True,True,Feiz Garden,2450000000.0,2450.0,40833333.333333336,40.833333333333336
53.0,1,True,True,True,Feiz Garden,2120000000.0,2120.0,40000000.0,40.0
56.0,1,True,True,True,Feiz Garden,2000000000.0,2000.0,35714285.71428572,35.714285714285715
110.0,2,True,True,True,Feiz Garden,3670000000.0,3670.0,33363636.363636363,33.36363636363636
130.0,3,True,True,True,Feiz Garden,5600000000.0,5600.0,43076923.07692308,43.07692307692308
95.0,2,True,True,True,Feiz Garden,3600000000.0,3600.0,37894736.84210526,37.89473684210526
90.0,2,True,True,True,Feiz Garden,3600000000.0,3600.0,40000000.0,40.0
97.0,2,True,True,True,Feiz Garden,3800000000.0,3800.0,39175257.73195876,39.17525773195876
105.0,2,True,True,True,Feiz Garden,4350000000.0,4350.0,41428571.428571425,41.42857142857142
92.0,2,True,True,True,Feiz Garden,3950000000.0,3950.0,42934782.60869565,42.93478260869565
65.0,2,False,True,False,Feiz Garden,1900000000.0,1900.0,29230769.230769232,29.230769230769234
67.0,2,True,True,True,Feiz Garden,2120000000.0,2120.0,31641791.04477612,31.64179104477612
57.0,1,True,True,True,Feiz Garden,1890000000.0,1890.0,33157894.736842107,33.15789473684211
115.0,3,True,True,True,Feiz Garden,3500000000.0,3500.0,30434782.608695652,30.434782608695652
80.0,2,True,True,True,Feiz Garden,2900000000.0,2900.0,36250000.0,36.25
56.0,1,True,True,True,Feiz Garden,2200000000.0,2200.0,39285714.28571428,39.285714285714285
57.0,1,True,True,False,Feiz Garden,1930000000.0,1930.0,33859649.12280702,33.85964912280702
101.0,2,True,True,True,Feiz Garden,4550000000.0,4550.0,45049504.95049505,45.04950495049505
105.0,2,True,True,True,Feiz Garden,4550000000.0,4550.0,43333333.333333336,43.333333333333336
110.0,2,True,True,True,Feiz Garden,4550000000.0,4550.0,41363636.36363637,41.36363636363637
66.0,2,False,False,False,Feiz Garden,1750000000.0,1750.0,26515151.515151516,26.515151515151516
61.0,1,False,False,False,Feiz Garden,1800000000.0,1800.0,29508196.721311476,29.508196721311474
75.0,2,True,False,True,Feiz Garden,2700000000.0,2700.0,36000000.0,36.0
103.0,2,True,True,True,Feiz Garden,4000000000.0,4000.0,38834951.45631068,38.834951456310684
65.0,2,False,True,False,Feiz Garden,1900000000.0,1900.0,29230769.230769232,29.230769230769234
92.0,2,True,True,True,Feiz Garden,3350000000.0,3350.0,36413043.47826087,36.41304347826087
63.0,1,True,True,False,Feiz Garden,1890000000.0,1890.0,30000000.0,30.0
77.0,2,True,True,False,Firoozkooh,470000000.0,470.0,6103896.103896104,6.103896103896104
86.0,2,True,True,False,Firoozkooh Kuhsar,750000000.0,750.0,8720930.232558139,8.720930232558139
500.0,5,True,True,False,Gandhi,70000000000.0,70000.0,140000000.0,140.0
121.0,2,True,True,True,Garden of Saba,7500000000.0,7500.0,61983471.07438017,61.98347107438017
127.0,3,True,True,True,Garden of Saba,5588000000.0,5588.0,44000000.0,44.0
130.0,3,True,True,True,Gheitarieh,12300000000.0,12300.0,94615384.61538461,94.61538461538461
236.0,4,True,True,True,Gheitarieh,20000000000.0,20000.0,84745762.71186441,84.74576271186442
165.0,3,True,True,True,Gheitarieh,12300000000.0,12300.0,74545454.54545455,74.54545454545455
135.0,2,True,True,False,Gheitarieh,7400000000.0,7400.0,54814814.81481481,54.81481481481482
132.0,3,True,True,True,Gheitarieh,6250000000.0,6250.0,47348484.84848485,47.34848484848485
160.0,3,True,True,True,Gheitarieh,15100000000.0,15100.0,94375000.0,94.375
170.0,3,True,True,True,Gheitarieh,15400000000.0,15400.0,90588235.29411764,90.58823529411764
143.0,3,True,True,True,Gheitarieh,8860000000.0,8860.0,61958041.95804196,61.95804195804196
160.0,3,True,True,True,Gheitarieh,10000000000.0,10000.0,62500000.0,62.5
100.0,2,True,True,True,Gheitarieh,8000000000.0,8000.0,80000000.0,80.0
168.0,3,True,True,True,Gheitarieh,14000000000.0,14000.0,83333333.33333333,83.33333333333333
120.0,2,True,True,True,Gheitarieh,8900000000.0,8900.0,74166666.66666667,74.16666666666667
112.0,2,True,True,False,Gheitarieh,7500000000.0,7500.0,66964285.71428572,66.96428571428572
87.0,2,True,True,True,Gheitarieh,6264000000.0,6264.0,72000000.0,72.0
87.0,2,True,True,True,Gheitarieh,6264000000.0,6264.0,72000000.0,72.0
105.0,2,True,True,True,Gheitarieh,6200000000.0,6200.0,59047619.047619045,59.047619047619044
112.0,2,True,True,True,Gheitarieh,8200000000.0,8200.0,73214285.71428572,73.21428571428572
150.0,3,True,True,True,Gheitarieh,9000000000.0,9000.0,60000000.0,60.0
150.0,3,True,True,True,Gheitarieh,12500000000.0,12500.0,83333333.33333333,83.33333333333333
128.0,3,True,True,True,Gheitarieh,9300000000.0,9300.0,72656250.0,72.65625
171.0,3,True,True,True,Gheitarieh,14000000000.0,14000.0,81871345.02923976,81.87134502923976
115.0,3,True,True,True,Gheitarieh,7485000000.0,7485.0,65086956.52173913,65.08695652173914
200.0,4,True,True,True,Gheitarieh,14000000000.0,14000.0,70000000.0,70.0
155.0,3,True,True,True,Gheitarieh,9800000000.0,9800.0,63225806.451612905,63.225806451612904
210.0,3,True,True,True,Gheitarieh,14000000000.0,14000.0,66666666.666666664,66.66666666666666
145.0,3,True,True,True,Gheitarieh,11600000000.0,11600.0,80000000.0,80.0
175.0,3,True,True,True,Gheitarieh,15225000000.0,15225.0,87000000.0,87.0
77.0,2,True,True,True,Gheitarieh,5544000000.0,5544.0,72000000.0,72.0
102.0,2,True,True,True,Gheitarieh,8100000000.0,8100.0,79411764.70588236,79.41176470588236
161.0,3,True,True,True,Gheitarieh,15350000000.0,15350.0,95341614.9068323,95.34161490683229
145.0,3,True,True,True,Gheitarieh,13625000000.0,13625.0,93965517.2413793,93.9655172413793
175.0,3,True,True,True,Gheitarieh,15500000000.0,15500.0,88571428.57142857,88.57142857142857
115.0,2,True,True,True,Gheitarieh,7400000000.0,7400.0,64347826.08695652,64.34782608695653
105.0,2,True,True,True,Gheitarieh,6900000000.0,6900.0,65714285.71428572,65.71428571428572
140.0,3,True,True,True,Gheitarieh,8000000000.0,8000.0,57142857.14285714,57.14285714285714
125.0,3,True,True,True,Gheitarieh,7100000000.0,7100.0,56800000.0,56.8
93.0,2,True,True,True,Gheitarieh,6000000000.0,6000.0,64516129.03225806,64.51612903225806
130.0,2,True,True,False,Gheitarieh,6890000000.0,6890.0,53000000.0,53.0
150.0,3,False,False,False,Gheitarieh,10500000000.0,10500.0,70000000.0,70.0
98.0,2,True,True,True,Gheitarieh,6958000000.0,6958.0,71000000.0,71.0
92.0,2,True,True,True,Gheitarieh,6600000000.0,6600.0,71739130.43478261,71.73913043478261
190.0,3,True,True,True,Gheitarieh,14000000000.0,14000.0,73684210.5263158,73.6842105263158
145.0,2,True,True,True,Gheitarieh,12000000000.0,12000.0,82758620.68965517,82.75862068965517
108.0,2,True,True,True,Gheitarieh,9000000000.0,9000.0,83333333.33333333,83.33333333333333
85.0,2,True,True,True,Gheitarieh,7200000000.0,7200.0,84705882.35294117,84.70588235294117
85.0,2,True,True,True,Gheitarieh,7300000000.0,7300.0,85882352.94117647,85.88235294117648
140.0,3,True,True,True,Gheitarieh,8900000000.0,8900.0,63571428.571428575,63.57142857142858
160.0,3,True,True,True,Gheitarieh,9800000000.0,9800.0,61250000.0,61.25
90.0,2,True,True,True,Gheitarieh,7000000000.0,7000.0,77777777.77777778,77.77777777777777
107.0,3,True,True,True,Gheitarieh,6420000000.0,6420.0,60000000.0,60.0
65.0,1,True,True,True,Gheitarieh,4225000000.0,4225.0,65000000.0,65.0
115.0,2,True,True,True,Gheitarieh,8300000000.0,8300.0,72173913.04347827,72.17391304347827
130.0,2,True,True,True,Gheitarieh,12000000000.0,12000.0,92307692.3076923,92.3076923076923
125.0,2,True,True,True,Gheitarieh,12500000000.0,12500.0,100000000.0,100.0
195.0,3,True,True,True,Gheitarieh,19000000000.0,19000.0,97435897.43589744,97.43589743589745
100.0,2,True,True,True,Gheitarieh,6800000000.0,6800.0,68000000.0,68.0
100.0,2,True,True,True,Gheitarieh,8200000000.0,8200.0,82000000.0,82.0
94.0,2,True,True,True,Gheitarieh,8350000000.0,8350.0,88829787.23404256,88.82978723404256
101.0,2,True,True,True,Gheitarieh,8800000000.0,8800.0,87128712.87128712,87.12871287128712
101.0,2,True,True,True,Gheitarieh,8500000000.0,8500.0,84158415.84158416,84.15841584158416
99.0,1,True,True,True,Gheitarieh,8400000000.0,8400.0,84848484.84848484,84.84848484848484
126.0,2,True,True,True,Gheitarieh,11500000000.0,11500.0,91269841.26984127,91.26984126984127
100.0,2,True,True,True,Gheitarieh,8300000000.0,8300.0,83000000.0,83.0
157.0,3,True,True,True,Gheitarieh,13600000000.0,13600.0,86624203.82165605,86.62420382165605
190.0,3,True,True,True,Gheitarieh,15500000000.0,15500.0,81578947.36842105,81.57894736842105
150.0,3,True,True,True,Gheitarieh,11000000000.0,11000.0,73333333.33333333,73.33333333333333
155.0,3,True,True,True,Gheitarieh,14700000000.0,14700.0,94838709.67741935,94.83870967741935
150.0,2,True,True,True,Gheitarieh,13000000000.0,13000.0,86666666.66666667,86.66666666666667
100.0,2,True,True,True,Gheitarieh,8400000000.0,8400.0,84000000.0,84.0
125.0,2,True,True,True,Gheitarieh,11000000000.0,11000.0,88000000.0,88.0
95.0,2,True,True,True,Gheitarieh,8300000000.0,8300.0,87368421.05263157,87.36842105263158
90.0,2,True,True,True,Gheitarieh,8200000000.0,8200.0,91111111.1111111,91.1111111111111
198.0,3,True,True,True,Gheitarieh,13500000000.0,13500.0,68181818.18181819,68.18181818181819
115.0,2,True,True,True,Gheitarieh,9500000000.0,9500.0,82608695.6521739,82.6086956521739
150.0,3,True,True,True,Gheitarieh,13000000000.0,13000.0,86666666.66666667,86.66666666666667
200.0,3,True,True,True,Gheitarieh,16000000000.0,16000.0,80000000.0,80.0
222.0,3,True,True,True,Gheitarieh,19800000000.0,19800.0,89189189.1891892,89.1891891891892
123.0,3,True,True,True,Gheitarieh,7400000000.0,7400.0,60162601.62601626,60.16260162601626
160.0,3,True,True,True,Gheitarieh,10200000000.0,10200.0,63750000.0,63.75
133.0,3,True,True,True,Gheitarieh,13300000000.0,13300.0,100000000.0,100.0
130.0,3,True,True,True,Gheitarieh,8700000000.0,8700.0,66923076.92307692,66.92307692307692
120.0,2,True,True,True,Gheitarieh,11000000000.0,11000.0,91666666.66666667,91.66666666666667
100.0,2,True,True,True,Gheitarieh,8000000000.0,8000.0,80000000.0,80.0
140.0,3,True,True,True,Gheitarieh,11150000000.0,11150.0,79642857.14285715,79.64285714285715
93.0,2,True,True,True,Gheitarieh,5600000000.0,5600.0,60215053.76344086,60.215053763440864
98.0,2,True,True,True,Gheitarieh,8700000000.0,8700.0,88775510.20408164,88.77551020408164
85.0,2,True,True,True,Gheitarieh,7400000000.0,7400.0,87058823.52941176,87.05882352941177
190.0,3,True,True,True,Gheitarieh,12000000000.0,12000.0,63157894.7368421,63.1578947368421
150.0,3,True,True,True,Gheitarieh,14500000000.0,14500.0,96666666.66666667,96.66666666666667
197.0,3,True,True,True,Gheitarieh,13300000000.0,13300.0,67512690.35532995,67.51269035532995
153.0,2,True,True,True,Gheitarieh,13300000000.0,13300.0,86928104.5751634,86.92810457516339
195.0,3,True,True,True,Gheitarieh,19900000000.0,19900.0,102051282.05128205,102.05128205128204
125.0,2,True,True,True,Gheitarieh,11600000000.0,11600.0,92800000.0,92.8
85.0,2,True,True,True,Gheitarieh,7300000000.0,7300.0,85882352.94117647,85.88235294117648
195.0,3,True,True,True,Gheitarieh,19500000000.0,19500.0,100000000.0,100.0
170.0,3,False,False,False,Gheitarieh,14500000000.0,14500.0,85294117.64705883,85.29411764705883
153.0,3,True,True,True,Gheitarieh,13000000000.0,13000.0,84967320.26143791,84.9673202614379
88.0,2,True,True,True,Gheitarieh,7600000000.0,7600.0,86363636.36363636,86.36363636363636
100.0,2,True,True,True,Gheitarieh,8500000000.0,8500.0,85000000.0,85.0
116.0,3,True,True,True,Gheitarieh,8000000000.0,8000.0,68965517.2413793,68.9655172413793
85.0,2,True,True,True,Gheitarieh,8000000000.0,8000.0,94117647.05882353,94.11764705882352
86.0,2,True,True,True,Gheitarieh,7200000000.0,7200.0,83720930.23255815,83.72093023255815
84.0,2,True,True,True,Gheitarieh,7400000000.0,7400.0,88095238.09523809,88.09523809523809
85.0,2,True,True,True,Gheitarieh,7300000000.0,7300.0,85882352.94117647,85.88235294117648
83.0,2,True,True,True,Gheitarieh,7300000000.0,7300.0,87951807.22891566,87.95180722891565
167.0,3,True,True,True,Gheitarieh,11000000000.0,11000.0,65868263.473053895,65.8682634730539
155.0,3,True,True,True,Gheitarieh,11000000000.0,11000.0,70967741.93548387,70.96774193548387
135.0,2,True,True,True,Gheitarieh,8700000000.0,8700.0,64444444.44444445,64.44444444444444
110.0,2,True,True,True,Gheitarieh,8200000000.0,8200.0,74545454.54545455,74.54545454545455
170.0,3,True,True,True,Gheitarieh,11200000000.0,11200.0,65882352.941176474,65.88235294117648
113.0,3,True,True,False,Gheitarieh,6000000000.0,6000.0,53097345.132743366,53.097345132743364
100.0,2,True,True,True,Gheitarieh,8300000000.0,8300.0,83000000.0,83.0
95.0,2,True,True,True,Gheitarieh,9800000000.0,9800.0,103157894.73684211,103.15789473684211
95.0,2,True,True,True,Gheitarieh,5700000000.0,5700.0,60000000.0,60.0
165.0,3,True,True,True,Gheitarieh,9850000000.0,9850.0,59696969.696969695,59.696969696969695
80.0,2,True,True,True,Gheitarieh,6000000000.0,6000.0,75000000.0,75.0
115.0,3,True,True,False,Gheitarieh,6400000000.0,6400.0,55652173.91304348,55.65217391304348
135.0,3,True,True,True,Gheitarieh,5700000000.0,5700.0,42222222.222222224,42.22222222222222
96.0,2,True,True,True,Gheitarieh,6175000000.0,6175.0,64322916.666666664,64.32291666666666
155.0,3,True,True,True,Gheitarieh,13000000000.0,13000.0,83870967.74193548,83.87096774193547
165.0,3,True,True,True,Gheitarieh,12300000000.0,12300.0,74545454.54545455,74.54545454545455
125.0,2,True,True,True,Gheitarieh,12500000000.0,12500.0,100000000.0,100.0
97.0,2,True,True,True,Gheitarieh,6000000000.0,6000.0,61855670.10309278,61.855670103092784
112.0,2,True,True,True,Gheitarieh,8610000000.0,8610.0,76875000.0,76.875
124.0,3,True,True,True,Gheitarieh,7700000000.0,7700.0,62096774.19354839,62.09677419354839
110.0,2,True,True,True,Gheitarieh,8660000000.0,8660.0,78727272.72727273,78.72727272727273
144.0,3,True,True,True,Gheitarieh,7250000000.0,7250.0,50347222.222222224,50.34722222222222
82.0,2,True,True,True,Gheitarieh,7000000000.0,7000.0,85365853.65853658,85.36585365853658
128.0,3,True,True,True,Gheitarieh,9200000000.0,9200.0,71875000.0,71.875
78.0,2,True,True,True,Ghiyamdasht,640000000.0,640.0,8205128.205128205,8.205128205128204
122.0,3,True,True,True,Ghoba,6700000000.0,6700.0,54918032.78688525,54.91803278688525
115.0,2,True,True,True,Ghoba,8150000000.0,8150.0,70869565.2173913,70.8695652173913
88.0,2,True,False,True,Gholhak,4700000000.0,4700.0,53409090.90909091,53.40909090909091
120.0,2,True,True,True,Gholhak,8400000000.0,8400.0,70000000.0,70.0
100.0,2,True,True,True,Gholhak,6200000000.0,6200.0,62000000.0,62.0
80.0,2,True,True,True,Gholhak,4900000000.0,4900.0,61250000.0,61.25
145.0,3,True,True,True,Gholhak,7850000000.0,7850.0,54137931.03448276,54.13793103448276
77.0,2,True,True,True,Gholhak,6200000000.0,6200.0,80519480.51948053,80.51948051948052
110.0,2,True,True,True,Gholhak,8800000000.0,8800.0,80000000.0,80.0
110.0,2,True,True,True,Gholhak,7000000000.0,7000.0,63636363.63636363,63.63636363636363
106.0,2,True,True,True,Gholhak,6400000000.0,6400.0,60377358.49056604,60.37735849056604
114.0,2,True,True,True,Gholhak,7550000000.0,7550.0,66228070.1754386,66.2280701754386
88.0,2,True,True,True,Gisha,4750000000.0,4750.0,53977272.72727273,53.97727272727273
108.0,2,True,True,True,Gisha,5180000000.0,5180.0,47962962.96296296,47.96296296296296
105.0,2,True,True,True,Gisha,7350000000.0,7350.0,70000000.0,70.0
78.0,2,False,True,True,Gisha,1794000000.0,1794.0,23000000.0,23.0
93.0,2,False,True,True,Gisha,3600000000.0,3600.0,38709677.41935484,38.70967741935484
96.0,2,True,True,True,Gisha,5500000000.0,5500.0,57291666.666666664,57.291666666666664
95.0,2,True,True,True,Golestan,950000000.0,950.0,10000000.0,10.0
106.0,2,True,True,True,Golestan,1100000000.0,1100.0,10377358.490566038,10.377358490566037
77.0,2,True,True,True,Golestan,2150000000.0,2150.0,27922077.92207792,27.92207792207792
108.0,2,True,True,True,Golestan,3300000000.0,3300.0,30555555.555555556,30.555555555555557
108.0,2,True,True,True,Golestan,1900000000.0,1900.0,17592592.592592593,17.59259259259259
90.0,2,True,True,True,Golestan,690000000.0,690.0,7666666.666666667,7.666666666666667
95.0,2,True,True,True,Golestan,950000000.0,950.0,10000000.0,10.0
115.0,2,True,True,False,Golestan,2050000000.0,2050.0,17826086.95652174,17.82608695652174
90.0,2,True,True,True,Golestan,1315000000.0,1315.0,14611111.111111112,14.611111111111112
75.0,2,False,True,False,Golestan,600000000.0,600.0,8000000.0,8.0
65.0,1,True,True,True,Golestan,360000000.0,360.0,5538461.538461538,5.538461538461538
60.0,1,False,True,False,Golestan,420000000.0,420.0,7000000.0,7.0
75.0,1,False,True,False,Golestan,750000000.0,750.0,10000000.0,10.0
106.0,2,True,True,True,Golestan,2340000000.0,2340.0,22075471.698113207,22.07547169811321
145.0,3,True,True,True,Haft Tir,4700000000.0,4700.0,32413793.103448275,32.41379310344828
96.0,2,False,False,False,Haft Tir,2850000000.0,2850.0,29687500.0,29.6875
100.0,2,True,True,True,Hakimiyeh,3100000000.0,3100.0,31000000.0,31.0
105.0,2,True,True,True,Hakimiyeh,3570000000.0,3570.0,34000000.0,34.0
127.0,3,True,True,True,Hakimiyeh,4480000000.0,4480.0,35275590.5511811,35.275590551181104
70.0,1,True,True,True,Hakimiyeh,2310000000.0,2310.0,33000000.0,33.0
67.0,2,True,True,True,Hakimiyeh,2170000000.0,2170.0,32388059.701492537,32.38805970149254
71.0,2,False,True,True,Hashemi,1550000000.0,1550.0,21830985.91549296,21.83098591549296
97.0,2,True,True,True,Hashemi,2300000000.0,2300.0,23711340.206185568,23.711340206185568
37.0,1,False,True,True,Hashemi,830000000.0,830.0,22432432.43243243,22.43243243243243
95.0,2,True,True,True,Hashemi,2350000000.0,2350.0,24736842.10526316,24.736842105263158
49.0,1,False,True,False,Hashemi,1078000000.0,1078.0,22000000.0,22.0
41.0,1,False,True,False,Hashemi,840000000.0,840.0,20487804.87804878,20.48780487804878
32.0,1,False,True,False,Hashemi,610000000.0,610.0,19062500.0,19.0625
52.0,1,False,True,False,Hashemi,960000000.0,960.0,18461538.46153846,18.46153846153846
37.0,1,False,True,False,Hashemi,570000000.0,570.0,15405405.405405406,15.405405405405405
65.0,1,True,True,True,Hashemi,1530000000.0,1530.0,23538461.53846154,23.53846153846154
48.0,1,False,False,False,Hashemi,950000000.0,950.0,19791666.666666668,19.791666666666668
65.0,1,True,True,True,Hassan Abad,510000000.0,510.0,7846153.846153846,7.846153846153846
103.0,2,True,True,True,Hekmat,9270000000.0,9270.0,90000000.0,90.0
107.0,2,True,True,True,Hekmat,6500000000.0,6500.0,60747663.55140187,60.74766355140187
125.0,2,True,True,True,Heravi,8100000000.0,8100.0,64800000.0,64.8
140.0,3,True,True,True,Heravi,9100000000.0,9100.0,65000000.0,65.0
68.0,1,True,True,True,Heravi,4115000000.0,4115.0,60514705.88235294,60.51470588235294
94.0,2,True,True,True,Heravi,4800000000.0,4800.0,51063829.787234046,51.06382978723405
109.0,2,True,True,True,Heravi,6000000000.0,6000.0,55045871.559633024,55.04587155963302
155.0,3,True,True,True,Heravi,8600000000.0,8600.0,55483870.96774194,55.483870967741936
100.0,2,True,True,True,Heravi,5500000000.0,5500.0,55000000.0,55.0
124.0,2,True,True,True,Heravi,7040000000.0,7040.0,56774193.548387095,56.774193548387096
145.0,3,True,True,True,Heravi,7541000000.0,7541.0,52006896.551724136,52.00689655172413
117.0,2,True,True,True,Heravi,6100000000.0,6100.0,52136752.136752136,52.136752136752136
170.0,3,True,True,True,Heravi,7950000000.0,7950.0,46764705.88235294,46.76470588235294
175.0,3,True,True,True,Heravi,9450000000.0,9450.0,54000000.0,54.0
111.0,2,True,True,True,Heravi,6050000000.0,6050.0,54504504.5045045,54.5045045045045
128.0,3,True,True,True,Heravi,6500000000.0,6500.0,50781250.0,50.78125
105.0,3,True,True,True,Heravi,6000000000.0,6000.0,57142857.14285714,57.14285714285714
78.0,2,True,True,True,Heravi,3300000000.0,3300.0,42307692.307692304,42.30769230769231
140.0,3,True,True,True,Heravi,6800000000.0,6800.0,48571428.571428575,48.57142857142858
145.0,3,True,True,True,Heravi,9000000000.0,9000.0,62068965.51724138,62.06896551724138
157.0,3,True,True,True,Heravi,9850000000.0,9850.0,62738853.50318471,62.738853503184714
147.0,3,True,True,True,Heravi,9100000000.0,9100.0,61904761.9047619,61.904761904761905
146.0,3,True,True,True,Heravi,7600000000.0,7600.0,52054794.52054795,52.05479452054795
145.0,3,True,True,True,Heravi,9000000000.0,9000.0,62068965.51724138,62.06896551724138
160.0,3,True,True,True,Heravi,7000000000.0,7000.0,43750000.0,43.75
108.0,2,True,True,True,Heravi,6400000000.0,6400.0,59259259.25925926,59.25925925925926
155.0,3,True,True,True,Heravi,9000000000.0,9000.0,58064516.12903226,58.06451612903226
110.0,2,True,True,True,Heravi,5000000000.0,5000.0,45454545.45454545,45.45454545454545
99.0,2,True,True,True,Heravi,4900000000.0,4900.0,49494949.4949495,49.494949494949495
103.0,2,True,True,True,Heravi,6640000000.0,6640.0,64466019.41747573,64.46601941747574
172.0,3,True,True,True,Heravi,9300000000.0,9300.0,54069767.44186047,54.06976744186047
115.0,2,True,True,True,Heravi,6000000000.0,6000.0,52173913.04347826,52.17391304347826
170.0,3,True,True,True,Heravi,7990000000.0,7990.0,47000000.0,47.0
109.0,2,True,True,True,Heravi,7100000000.0,7100.0,65137614.67889908,65.13761467889908
110.0,3,True,True,True,Heravi,5850000000.0,5850.0,53181818.18181818,53.18181818181818
142.0,3,True,True,True,Heravi,6465000000.0,6465.0,45528169.01408451,45.52816901408451
150.0,3,True,True,True,Heravi,7600000000.0,7600.0,50666666.666666664,50.666666666666664
80.0,2,True,True,True,Heravi,4300000000.0,4300.0,53750000.0,53.75
75.0,2,True,True,True,Heravi,4590000000.0,4590.0,61200000.0,61.2
68.0,1,False,False,False,Heravi,4115000000.0,4115.0,60514705.88235294,60.51470588235294
110.0,2,True,True,True,Heravi,6050000000.0,6050.0,55000000.0,55.0
75.0,2,True,False,True,Heshmatieh,3000000000.0,3000.0,40000000.0,40.0
75.0,2,True,False,True,Heshmatieh,3000000000.0,3000.0,40000000.0,40.0
165.0,3,False,True,False,Heshmatieh,4125000000.0,4125.0,25000000.0,25.0
165.0,3,False,True,False,Heshmatieh,4125000000.0,4125.0,25000000.0,25.0
80.0,2,True,True,True,Hor Square,1874500000.0,1874.5,23431250.0,23.43125
85.0,2,True,True,True,Hor Square,1957300000.0,1957.3,23027058.82352941,23.027058823529412
100.0,2,True,True,True,Hor Square,2283900000.0,2283.9,22839000.0,22.839
90.0,2,True,True,True,Hor Square,2071150000.0,2071.15,23012777.777777776,23.012777777777774
51.0,1,True,True,False,Hor Square,858500000.0,858.5,16833333.333333332,16.833333333333332
63.0,1,False,True,False,Islamshahr,570000000.0,570.0,9047619.047619049,9.04761904761905
117.0,2,True,True,True,Islamshahr,1579500000.0,1579.5,13500000.0,13.5
71.0,2,True,True,True,Islamshahr,630000000.0,630.0,8873239.436619718,8.873239436619718
75.0,2,True,True,True,Islamshahr,715000000.0,715.0,9533333.333333334,9.533333333333333
86.0,2,True,True,False,Islamshahr,1200000000.0,1200.0,13953488.372093024,13.953488372093023
106.0,2,True,True,False,Islamshahr,1245000000.0,1245.0,11745283.018867925,11.745283018867925
49.0,1,True,True,False,Islamshahr,460000000.0,460.0,9387755.102040816,9.387755102040817
85.0,2,True,True,True,Islamshahr,565000000.0,565.0,6647058.823529412,6.647058823529412
78.0,2,True,False,False,Islamshahr,550000000.0,550.0,7051282.051282051,7.051282051282051
138.0,3,True,True,True,Islamshahr,1690000000.0,1690.0,12246376.811594203,12.246376811594203
100.0,2,True,True,False,Islamshahr,1100000000.0,1100.0,11000000.0,11.0
75.0,2,True,True,False,Islamshahr,1250000000.0,1250.0,16666666.666666666,16.666666666666664
90.0,2,True,True,True,Islamshahr,1098000000.0,1098.0,12200000.0,12.2
63.0,1,True,True,True,Islamshahr,882000000.0,882.0,14000000.0,14.0
117.0,3,True,True,True,Islamshahr,1990000000.0,1990.0,17008547.008547008,17.00854700854701
91.0,2,True,True,False,Islamshahr,1640000000.0,1640.0,18021978.02197802,18.021978021978022
60.0,1,True,True,False,Islamshahr,780000000.0,780.0,13000000.0,13.0
60.0,1,True,True,True,Islamshahr,1200000000.0,1200.0,20000000.0,20.0
62.0,1,False,True,False,Islamshahr,580000000.0,580.0,9354838.709677419,9.354838709677418
115.0,3,True,True,True,Islamshahr,1650000000.0,1650.0,14347826.086956521,14.347826086956522
105.0,2,True,True,True,Islamshahr,1500000000.0,1500.0,14285714.285714285,14.285714285714285
47.0,1,False,False,False,Islamshahr,295000000.0,295.0,6276595.744680851,6.276595744680851
60.0,1,False,True,True,Islamshahr,660000000.0,660.0,11000000.0,11.0
65.0,2,False,True,True,Islamshahr,780000000.0,780.0,12000000.0,12.0
96.0,1,False,False,False,Islamshahr,1700000000.0,1700.0,17708333.333333332,17.708333333333332
80.0,2,True,True,False,Islamshahr,1100000000.0,1100.0,13750000.0,13.75
